Barcode,Main language,Product name,Quantity,Brands,Categories,Labels,Origins of ingredients,Ingredients list,Allergens,Traces,Energy (kJ) for 100 g / 100 ml,Energy (kcal) for 100 g / 100 ml,Fat for 100 g / 100 ml,Saturated fat for 100 g / 100 ml,Carbohydrates for 100 g / 100 ml,Sugars for 100 g / 100 ml,Fiber for 100 g / 100 ml,Proteins for 100 g / 100 ml,Salt for 100 g / 100 ml,Fruits‚ vegetables‚ nuts and rapeseed‚ walnut and olive oils for 100 g / 100 ml,Fruits‚ vegetables and nuts - dried for 100 g / 100 ml,Recycling instructions and/or packaging information,Link to front product photo,Link to ingredients list photo,Link to nutrition facts table photo,Link to recycling instructions and/or packaging information photo,Type of the product photo,Abbreviated product name,Common name,Serving size,Packaging,Countries,Stores,Product taken off the market,Withdrawal date,Traceability codes,Recycling instructions - To recycle,Recycling instructions - To discard,Producer product identifier,Producer version identifier,Net weight,Drained weight,Volume,Brand owner,Periods after opening,Origin of the product and/or its ingredients,Manufacturing or processing places,Producer,Sodium for 100 g / 100 ml,Alcohol for 100 g / 100 ml,Packaging 1 - Number of units,Packaging 1 - Shape,Packaging 1 - Material,Packaging 1 - Recycling,Packaging 1 - Weight of one empty unit,Packaging 1 - Quantity of product contained per unit,Packaging 2 - Number of units,Packaging 2 - Shape,Packaging 2 - Material,Packaging 2 - Recycling,Packaging 2 - Weight of one empty unit,Packaging 2 - Quantity of product contained per unit,Packaging 3 - Number of units,Packaging 3 - Shape,Packaging 3 - Material,Packaging 3 - Recycling,Packaging 3 - Weight of one empty unit,Packaging 3 - Quantity of product contained per unit,Packaging 4 - Number of units,Packaging 4 - Shape,Packaging 4 - Material,Packaging 4 - Recycling,Packaging 4 - Weight of one empty unit,Packaging 4 - Quantity of product contained per unit,Packaging 5 - Number of units,Packaging 5 - Shape,Packaging 5 - Material,Packaging 5 - Recycling,Packaging 5 - Weight of one empty unit,Packaging 5 - Quantity of product contained per unit,Conservation conditions,Warning,Preparation,Nutri-Score score,Nutri-Score,NOVA group,Recipe idea,Customer service,Link to the product page on the official site of the producer,Link to other product photo
8906046144369,English,Coriander Seed Ground Organic Spices,1 tsp,,29,,,Coriander Seed Ground,,,1163.9304,278.0,0.0,1.0,55.6,0.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pride Of India,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906046144277,English,"Cinnamon Sticks Organic Spices, Cinnamon",1 tsp,,29,,,Cinnamon Sticks Whole,,,803.8656,192.0,0.0,0.35,76.9,0.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pride Of India,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015565060118,English,"Orange Cookies, Orange",8 PIECES,,29,,,"Wheat Flour, Sugar, Sunflower Oil, Raising Agents (Ammonium Bicarbonate, Sodium Bicarbonate), Orange Flavouring (0.8%), Flavourings.",,,1812.8844,433.0,16.7,3.33,66.7,23.3,,6.67,0.2925,,,,,,,,,,,g,,,,,,,,,,,,,,Laurieri,,,,,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906046144246,English,Ginger Ground Organic Spices,1 tsp,,29,,,Ginger Ground,,,1163.9304,278.0,0.0,2.61,55.6,0.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pride Of India,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8906046144932,English,Sesame Seeds Whole Organic Spices,1 ONZ,,29,,,Sesame Seeds,,,2361.3552,564.0,49.4,7.05,24.7,0.0,,17.6,0.0275,,,,,,,,,,,g,,,,,,,,,,,,,,Pride Of India,,,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015565030210,English,Scrocchi With Olive,13 PIECES,,29,,,"Wheat Flour, Olive Oil, Olives, Sunflower Oil, Sea Salt, Brewer'S Yeast.",,,1812.8844,433.0,11.7,1.67,70.0,1.67,,10.0,2.4175,,,,,,,,,,,g,,,,,,,,,,,,,,Laurieri Srl,,,,,0.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015565030890,English,Bruschette With Oregano,10 PIECES,,29,,,"Wheat Flour, Olive Oil, Sunflower Oil, Sea Salt, Yeast, Oregano.",,,1674.72,400.0,8.33,1.67,73.3,3.33,,10.0,2.1675,,,,,,,,,,,g,,,,,,,,,,,,,,Laurieri,,,,,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015565060477,English,"Chocolate Flavored Cookies, Chocolate",1 PACKAGE,,29,,,"Wheat Flour, Sugar, Sunflower Oil, Cocoa Powder (2.5%), Raising Agents (Ammonium Bicarbonate, Sodium Bicarbonate), Flavourings.",,,1812.8844,433.0,16.7,1.67,66.7,23.3,,6.67,0.4175,,,,,,,,,,,g,,,,,,,,,,,,,,Laurieri,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627843577904,English,"Kebab Shawarma Seitan Loaf, Kebab Shawarma",50 GRM,,29,,,"Water, Wheat Protein (Gluten), Non-Gmo Canola Oil, Sea Salt, Dehydrated Vegetables (Onion, Garlic), Red Wine Vinegar, Organic Cane Sugar, Yeast Extract, Spices.",,,1004.832,240.0,14.0,1.0,6.0,0.0,,24.0,1.85,,,,,,,,,,,g,,,,,,,,,,,,,,Gusta,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015565031842,English,"Spinach And Cheese Bruschette, Spinach And Cheese",23 PIECES,,29,,,"Wheat Flour, Olive Oil, Spinach Powder (2.5%), Sunflower Oil, Sea Salt, Brewer'S Yeast, Cheese Flavouring (0.5%).",,,1674.72,400.0,6.67,0.0,73.3,3.33,,10.0,2.0,,,,,,,,,,,g,,,,,,,,,,,,,,Laurieri,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015565030913,English,"Pizza Flavoured Bruschette, Pizza",10 PIECES,,29,,,"Wheat Flour, Olive Oil, Sunflower Oil, Tomato Powder (2%), Sea Salt, Yeast, Oregano (0.6%), Garlic (0.3%), Onion (0.3%), Paprika (0.2%).",,,1674.72,400.0,6.67,0.0,76.7,3.33,,10.0,1.5825,,,,,,,,,,,g,,,,,,,,,,,,,,Laurieri Srl,,,,,0.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59013004549,English,"Pumpkin Spiced Chai Flavored Tea Bags, Pumpkin Spiced Chai",1 TEABAG,,29,,,"Selected Black Tea, Cinnamon Bark, Ginger Root, Clove, Natural Flavors, Pumpkin Pieces, Cardamom, Black Pepper, Chili.",,,1046.7,250.0,0.0,,50.0,,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Wissotzky Tea Ltd.,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65847121,English,"Traditional Organic Hummus Snack Cups, Traditional",1 CONTAINER,,29,,,"Organic Chickpeas (Organic Chickpeas, Water), Organic Canola Oil, Organic Sesame Tahini, Water, Contains 2% Or Less: Sea Salt, Citric Acid, Organic Garlic, Organic Lemon Juice Powder.",,,1029.9528,246.0,19.3,1.75,14.0,1.75,,5.26,1.01,,,,,,,,,,,g,,,,,,,,,,,,,,O Organics,,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627552101070,English,"Pizzaroni Black Pepper & Paprika Vegan Seitan Stick, Pizzaroni",50 GRM,,29,,,"Water, Wheat Protein (Gluten), Smoked Paprika, Non Gmo Canola Oil, Red Wine Vinegar, Sea Salts, Dehydrated Vegetables (Onions, Mushrooms, Garlic), Yeast Extracts, Spices.",,,753.624,180.0,4.0,0.0,8.0,,,28.0,1.5,,,,,,,,,,,g,,,,,,,,,,,,,,Gusta,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627561000968,English,"Chocolate Chip Keto Bars, Chocolate Chip",1 BAR,,29,,,"Sunflower Seed Butter (Roasted Sunflower Seed), Soluble Tapioca Fiber, Chicory Root Fiber, Pea Protein Isolate, Sunflower Seed, Pea Protein Crisp (Pea Protein Concentrate, Brown Rice Flour), Semi-Sweet Chocolate (Sugar, Unsweetened Chocolate, Cocoa Butter), Cocoa Butter, Brown Flaxseed, Medium Chain Triglyceride Coconut Oil (Coconut Oil, Acacia Fiber), Coconut Oil, Natural Flavors, Agar, Monk Fruit Juice Concentrate, Sea Salt.",,,1779.3899999999999,425.0,27.5,8.75,40.0,5.0,,22.5,0.4375,,,,,,,,,,,g,,,,,,,,,,,,,,Hungry Buddha,,,,,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628110716675,English,"Lemon Tahini Organic Dressing & Marinade, Lemon Tahini",2 Tbsp,,29,,,"Filtered Water, *Sesame Seeds, *Lemon Juice, *Maple Syrup, *Cold-Pressed Extra Virgin Olive Oil, *Unfiltered Apple Cider Vinegar, *Minced Garlic, Gray Sea Salt, *Turmeric, *Toasted Sesame Oil, *Lemon Peel.",,,837.36,200.0,15.0,1.67,13.3,6.67,,3.33,1.1675,,,,,,,,,,,ml,,,,,,,,,,,,,,Mother Raw,,,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642908281,English,Concord Confections,3 PIECES,,29,,,"Sugar, Gum Base, Dextrose, Calcium Stearate, Natural And Artificial Flavors, Citric Acid, Gum Arabic, Tapioca Dextrin, Artificial Colors (Fd&C Red 40 Lake, Blue 1 Lake), Carnauba Wax, Bht (To Maintain Freshness).",,,1394.2043999999999,333.0,0.0,,66.7,66.7,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Razzles,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628110146151,English,"Tomato Basil Sauce, Tomato",1/2 cup,,29,,,"Italian Whole Peeled Tomatoes (Tomatoes, Tomato Juice), Crushed Tomatoes, Extra Virgin Olive Oil, Sea Salt, Garlic, Basil.",,,234.4608,56.0,2.8,0.0,6.4,4.8,,1.6,0.72,,,,,,,,,,,g,,,,,,,,,,,,,,Stefano Faita,,,,,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628504018026,English,"Grapefruit Sparkling Water, Grapefruit",1 BOTTLE,,29,,,"Carbonated Water, Natural Flavors, Hemp Extract From Organic Hemp.",,,4.1868,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Sweet Reason,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628504018118,English,"Lemon + Rhubarb Sparkling Water, Lemon + Rhubarb",1 BOTTLE,,29,,,"Carbonated Water, Hemp Extract From Organic Hemp, Natural Flavors.",,,4.1868,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Sweet Reason,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800018506085,English,"Hot Pepper & Eggplant Ajvar Spread, Hot Pepper & Eggplant",2 Tbsp,,29,,,"Peppers, Eggplant, Sugar, Sunflower Oil, Salt, Garlic, Acetic Acid, Natural Capsicum Flavouring.",,,347.5044,83.0,3.33,0.0,10.0,6.67,,0.0,1.0,,,,,,,,,,,g,,,,,,,,,,,,,,Konex-Tiva,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57664009177,English,"Original Flavored Kettle Potato Chips, Original",15 CHIPS | ABOUT,,29,,,"Potatoes, Vegetable Oil (Corn And/Or Canola And/Or Sunflower), Sea Salt.",,,2244.1248,536.0,35.7,3.57,53.6,3.57,,7.14,1.6075,,,,,,,,,,,g,,,,,,,,,,,,,,Clover Valley,,,,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14911378,English,Cashew Halves & Pieces,1 ONZ,,29,,,"Cashews, Vegetable Oil (Peanut, Cottonseed, Soybean And/Or Sunflower Seed), Sea Salt.",,,2390.6628,571.0,46.4,8.93,28.6,3.57,,17.9,1.0275,,,,,,,,,,,g,,,,,,,,,,,,,,Good & Gather,,,,,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800016108136,English,"Cheese Flavored Corn Chiz Curls, Cheese",2 cup,,29,,,"Corn, Partially Hydrogenated Vegetable Oil (May Contain One Or More Of The Following: Palm, Corn Or Coconut Oil), Cheese Powder {Whey, Cheddar Cheese [Cultured Pasteurized Milk, Salt And Enzymes], Butter Or Soybean Oil, Dry Buttermilk, Natural Flavor (Cheese), Disodium Phosphate And Artificial Colors [Contain Fd & C Yellow #5 (Tartrazine) And Fd & C Yellow #6]}, Iodized Salt, Ferrous Sulfate And Vitamin A Palmitate",,,2512.08,600.0,40.0,33.3,46.7,6.67,,6.67,2.575,,,,,,,,,,,g,,,,,,,,,,,,,,Universal Robina Corporation,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116238813288,English,"Unfrosted Strawberry Toaster Pastries, Unfrosted Strawberry",1 PASTRY,,29,,,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Vitamin B1 [Thiamin Mononitrate], Vitamin B2 [Riboflavin], Folic Acid), Corn Syrup, High Fructose Corn Syrup, Dextrose, Soybean And Palm Oil (With Tbhq For Freshness), Bleached Wheat Flour, Contains Two Percent Or Less Of Wheat Starch, Salt, Dried Strawberries, Dried Pears, Dried Apples, Leavening (Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Citric Acid, Modified Wheat Starch, Caramel Color, Xanthan Gum, Soy Lecithin, Red 40, Yellow 6.",,,1691.4672,404.0,9.62,3.85,71.2,25.0,,3.85,0.9125,,,,,,,,,,,g,,,,,,,,,,,,,,Pop-Tarts,,,,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981311302,English,"Vanilla Naturally Flavored Cupcakes, Vanilla",1 CUPCAKE,,29,,,"Icing Sugar (Sugar, Cornstarch), Sugar, Water, Vegetable Oil Shortening (Canola Oil, Palm Oil, Palm Kernel Oil, Monoglycerides, Polysorbate 60), Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Eggs, Corn Syrup, Soybean And/Or Canola Oil, Margarine (Soybean Oil, Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Sprinkles (Icing Sugar (Sugar, Cornstarch), Palm Kernel Oil, Modified Cornstarch, Cornstarch, Shellac, Sunflower Lecithin, Fd&C Yellow #5, Fd&C Yellow #6, Fd&C Blue #1, Fd&C Red #40, Polysorbate 60), Modified Cornstarch, Whey (Milk), Nonfat Dry Milk, Butter (Cream, Salt), Mono-And Diglycerides, Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Salt, Natural Flavor, Emulsifier (Propylene Glycol Mono- And Diesters Of Fats And Fatty Acids, Mono- And Diglycerides, Soybean Lecithin, Citric Acid [Preservative]), Fd&C Yellow #6, Soybean Lecithin Fd&C Yellow #5.",,,1737.522,415.0,20.8,6.6,54.7,41.5,,1.89,0.755,,,,,,,,,,,g,,,,,,,,,,,,,,Kimberley'S Bakeshoppe,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999995377214,English,Triple Chocolate,1.16 ONZ,,29,,,"Sugar, Butter(Milk), Wheat Flour(Wheat Flour, Malted Barley Flour), Chocolate Chunks [Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin(An Emulsifier), Vanilla], Milk Chocolate Chips[Sugar, Chocolate Liquor, Cocoa Butter Whole Milk, Soy Lecithin(An Emulsifier), Salt, Vanilla], Eggs, Cocoa Powder(Treated With Alkali), Corn Syrup, Water, Natural Flavor, Salt, Rice Starch, Baking Powder(Sodium Acid Pyrophosphate, Baking Soda, Monocalcium Phosphate, Soy Flour)",,,2030.598,485.0,24.2,15.2,57.6,42.4,,6.06,0.7575,,,,,,,,,,,g,,,,,,,,,,,,,,Circle K,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206428887835,English,"Mixed Berries Plant-Based Coconut Blend, Mixed Berries",150 GRM,,29,,,"Coconut Milk (Water, Coconut Cream), Pea Protein, Berries (Raspberries, Blackberries, Strawberries), Cane Sugar, Coconut Oil, Macadamia Nuts, Tapioca Flour, Fruit Pectin, Natural Flavor, Live Active Cultures",,,502.416,120.0,6.67,4.67,8.67,5.33,,6.67,0.0075,,,,,,,,,,,g,,,,,,,,,,,,,,Siggi'S,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044276037503,English,"Fruit Dip, Fruit",2 Tbsp,,29,,,"Cream Cheese (Milk, Cream, Cheese Culture, Salt, Carob Bean Gum, Guar Gum), Vanilla Greek Yogurt (Cultured Skim Milk*, Whole Milk, Sugar, Modified Corn Starch, Milk Protein Isolate, Gelatin, Natural Flavor, Citric Acid), Sugar, Cultured Cream & Milk, Citrus Fiber, Xanthan Gum, Potassium Sorbate And Sodium Benzoate (Maintains Freshness), Natural Flavor, Lactic Acid, Mono & Diglycerides, Citric Acid, Yellow 5, Disodium Phosphate, Locust Bean Gum, Water.",,,1046.7,250.0,14.3,8.93,32.1,28.6,,3.57,0.49,,,,,,,,,,,g,,,,,,,,,,,,,,Lakeview Farms,,,,,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629014015314,English,Gingerbread Cookies Kids,1 DECORATED COOKIE,,29,,,"Gingerbread: Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Ascorbic Acid Added As A Dough Conditioner, Thiamine Mononitrate, Riboflavin, Enzyme, Folic Acid), Sugar, Vegetable Oil Shortening (Canola Oil, Fractionated Palm Oil, Fractionated Palm Kernel Oil), Water, Molasses, Invert Sugar, Spice, Leavening (Sodium Bicarbonate), Eggs, Nonfat Dry Milk, Salt. Icings: Sugar, Water, Palm Oil, Cornstarch, High Fructose Corn Syrup, Corn Syrup, Modified Cornstarch, Salt, Acetylated Monoglycerides (Emulsifier), Artificial Flavor, Polysorbate 60, Potassium Sorbate (Preservative), Citric Acid, Titanium Dioxide, Fd&C Red #40, Fd&C Yellow #5, Fd&C Yellow #6, Fd&C Blue #1. Sprinkles: Icing Sugar (Sugar, Cornstarch), Palm Kernel Oil, Modified Cornstarch, Cornstarch, Sunflower Lecithin, Shellac, Fd&C Yellow #5, Fd&C Yellow #6, Fd&C Red #3, Fd&C Red #40, Fd&C Blue #1, Polysorbate 60.",,,1716.588,410.0,11.5,3.85,71.8,41.0,,5.13,0.6725,,,,,,,,,,,g,,,,,,,,,,,,,,Create A Treat,,,,,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290000171911,English,Pistachios With Almonds & Cashews Mix,1 ONZ,,29,,,"Pistachios, Almonds, Cashews, Peanut Oil, Sea Salt.",,,2390.6628,571.0,46.4,5.36,25.0,7.14,,21.4,0.715,,,,,,,,,,,g,,,,,,,,,,,,,,Planters,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261083617226,English,Real Mayonnaise Made With Cage Free Eggs,1 Tbsp,,29,,,"Soybean Oil, Water, Whole Eggs And Egg Yolks, Distilled Vinegar, Salt, Sugar, Lemon Juice Concentrate, Calcium Disodium Edta (Used To Protect Quality), Natural Flavors.",,,2897.2655999999997,692.0,76.9,11.5,0.0,,,0.0,1.73,,,,,,,,,,,g,,,,,,,,,,,,,,Hellmann'S,,,,,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55415224190,English,"Classic Hot Cocoa Mix, Classic",1 ENVELOPE,,29,,,"Cane Sugar, Cocoa, Cocoa (Processed With Alkali), Natural Vanilla Flavor.",,,1494.6876,357.0,8.93,5.36,78.6,60.7,,7.14,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Starbucks,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628834166589,English,"Sea Salted Apple Caramel Cake, Sea Salted",1 SLICE,,29,,,"Cake: Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Benzoyl Peroxide, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Chlorine), Granulated Cane Sugar, Liquid Whole Eggs, Water, Partially Skimmed Milk, Margarine (Soybean Oil, Palm Oil, Water, Salt, Whey Powder [Milk], Vegetable Monoglycerides, Soy Lecithin, Natural Flavor, Annatto, Turmeric [Added For Color], Vitamin A Palmitate, Vitamin D3), Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch), Vegetable Oils (Canola Soy), Food Starch-Modified, Vegetable Shortening (Canola Oil, Palm Oil, Soybean Oil, Modified Palm And Palm Kernel Oils, Monoglycerides, Polysorbate 60), Artificial And Natural Flavor, Whey Powder (Milk), Salt, Rice Starch, Citrus Fiber, Soy Lecithin, Dextrose, Potassium Sorbate, Cellulose Gum, Gum Arabic, Xanthan Gum, Baking Soda. Icing: Whipped Topping (Water, Sugar, Hydrogenated Palm Kernel Oil, Corn Syrup, Non Fat Dry Milk, Salt, Artificial Flavor, Modified Cellulose, Polyglycerol Esters Of Fatty Acids, Polysorbate 60, Propylene Glycol Mono Fatty Acid Esters, Xanthan Gum, Color [Beta-Carotene], Hydroxylated Soya Lecithin). Apple Filling (Apples, Water, Sugar, Modified Corn Starch, Potassium Sorbate, Sodium Metabisulphite, Salt, Cinnamon, Gellan Gum, Citric Acid, Propylene Glycol, Xanthan Gum, Natural Flavors), Caramel Drizzle (Glucose, Sugar, Modified Palm Oil [Soy Lecithin], Whey Protein Concentrate, Whey [Milk], Brown Sugar, Water, Pectin, Salt, Potassium Sorbate, Soy Lecithin, Disodium Phosphate, Polysorbate 60, Natural And Artificial Flavors, Fd&C Colors [Yellow #5 - Contains Tartrazine, Yellow #6], Caramel Color), Sea Salt.",,,1009.0187999999999,241.0,10.1,5.06,27.8,21.5,,2.53,1.52,,,,,,,,,,,g,,,,,,,,,,,,,,Niche Bakers (U.S.A) Corp.,,,,,0.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981034102,English,"Vanilla Cupcakes, Vanilla",3 CUPCAKES,,29,,,"Icing Sugar (Sugar, Cornstarch), Sugar, Vegetable Oil Shortening (Canola Oil, Palm Oil, Palm Kernel Oil, Monoglycerides, Polysorbate 60), Water, Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Corn Syrup, Eggs, Soybean And/Or Canola Oil, Sprinkles (Icing Sugar [Sugar, Cornstarch], Palm Kernel Oil, Modified Cornstarch, Cornstarch, Shellac, Sunflower Lecithin, Color [Fd&C Red #40, Fd&C Red#3], Polysorbate 60), Margarine (Soybean Oil, Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Modified Cornstarch, Nonfat Dry Milk, Whey (Milk), Butter (Cream, Milk), Mono- And Diglycerides, Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Salt, Natural Flavor, Emulsifier (Propylene Glycol Mono- And Diesters Of Fats And Fatty Acids, Mono- And Diglycerides, Soybean Lecithin, Citric Acid [Preservative]), Soybean Lecithin, Color (Fd&C Red #40 Lake, Fd&C Red#3, Beet Powder).",,,1771.0164,423.0,21.1,6.34,56.3,42.2,,1.41,0.74,,,,,,,,,,,g,,,,,,,,,,,,,,Two-Bite,,,,,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981034683,English,"Assorted Cupcakes, Assorted",3 CUPCAKES,,29,,,"Icing Sugar (Sugar, Cornstarch), Sugar, Vegetable Oil Shortening (Canola Oil, Palm Oil, Fractionated Palm Oil, Fractionated Palm Kernel Oil, Monoglycerides, Polysorbate 60), Water, Corn Syrup, Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Eggs, Soybean And/Or Canola Oil, Sprinkles (Icing Sugar [Sugar, Cornstarch], Palm Kernel Oil, Modified Cornstarch, Cornstarch, Sunflower Lecithin, Polysorbate 60), Margarine (Soybean And Modified Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Modified Cornstarch, Nonfat Dry Milk, Cocoa Powder (Processed With Alkali), Whey (Milk), Butter (Cream, Salt), Mono- And Diglycerides, Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Salt, Natural Flavor, Emulsifier (Propylene Glycol Mono- And Diesters Of Fats And Fatty Acids, Mono- And Diglycerides, Soybean Lecithin, Citric Acid [Preservative]),Soybean Lecithin, Color (Fd&C Blue #1 Lake).",,,1787.7636,427.0,21.3,6.67,57.3,42.7,,2.67,0.6675,,,,,,,,,,,g,,,,,,,,,,,,,,Two-Bite,,,,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981044170,English,"Unicorn Cupcakes, Unicorn",3 CUPCAKES,,29,,,"Icing Sugar (Sugar, Cornstarch), Sugar, Vegetable Oil Shortening (Canola Oil, Palm Oil, Palm Kernel Oil, Monoglycerides, Polysorbate 60), Water, Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Corn Syrup, Eggs, Soybean And/Or Canola Oil, Sprinkles (Icing Sugar [Sugar, Cornstarch], Palm Kernel Oil, Modified Cornstarch, Cornstarch, Sunflower Lecithin, Color [Mica-Based Pearlescent Pigment, Fd&C Yellow #6, Fd&C Yellow #5, Fd&C Blue #1, Fd&C Red #3], Shellac, Polysorbate 60), Margarine (Soybean Oil, Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Modified Cornstarch, Whey (Milk), Nonfat Dry Milk, Butter (Cream, Salt), Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Mono- And Diglycerides, Salt, Natural Flavor, Emulsifier (Propylene Glycol Mono- And Diesters Of Fats And Fatty Acids, Mono- And Diglycerides, Soybean Lecithin, Citric Acid [Preservative]), Color (Fd&C Blue #1 Lake, Fd&C Red #40, Fd&C Red #40 Lake, Fd&C Red #3, Beet Powder), Soybean Lecithin.",,,1771.0164,423.0,21.1,6.34,56.3,42.2,,1.41,0.74,,,,,,,,,,,g,,,,,,,,,,,,,,Two-Bite,,,,,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
