Barcode,Main language,Product name,Quantity,Brands,Categories,Labels,Origins of ingredients,Ingredients list,Allergens,Traces,Energy (kJ) for 100 g / 100 ml,Energy (kcal) for 100 g / 100 ml,Fat for 100 g / 100 ml,Saturated fat for 100 g / 100 ml,Carbohydrates for 100 g / 100 ml,Sugars for 100 g / 100 ml,Fiber for 100 g / 100 ml,Proteins for 100 g / 100 ml,Salt for 100 g / 100 ml,Fruits‚ vegetables‚ nuts and rapeseed‚ walnut and olive oils for 100 g / 100 ml,Fruits‚ vegetables and nuts - dried for 100 g / 100 ml,Recycling instructions and/or packaging information,Link to front product photo,Link to ingredients list photo,Link to nutrition facts table photo,Link to recycling instructions and/or packaging information photo,Type of the product photo,Abbreviated product name,Common name,Serving size,Packaging,Countries,Stores,Product taken off the market,Withdrawal date,Traceability codes,Recycling instructions - To recycle,Recycling instructions - To discard,Producer product identifier,Producer version identifier,Net weight,Drained weight,Volume,Brand owner,Periods after opening,Origin of the product and/or its ingredients,Manufacturing or processing places,Producer,Sodium for 100 g / 100 ml,Alcohol for 100 g / 100 ml,Packaging 1 - Number of units,Packaging 1 - Shape,Packaging 1 - Material,Packaging 1 - Recycling,Packaging 1 - Weight of one empty unit,Packaging 1 - Quantity of product contained per unit,Packaging 2 - Number of units,Packaging 2 - Shape,Packaging 2 - Material,Packaging 2 - Recycling,Packaging 2 - Weight of one empty unit,Packaging 2 - Quantity of product contained per unit,Packaging 3 - Number of units,Packaging 3 - Shape,Packaging 3 - Material,Packaging 3 - Recycling,Packaging 3 - Weight of one empty unit,Packaging 3 - Quantity of product contained per unit,Packaging 4 - Number of units,Packaging 4 - Shape,Packaging 4 - Material,Packaging 4 - Recycling,Packaging 4 - Weight of one empty unit,Packaging 4 - Quantity of product contained per unit,Packaging 5 - Number of units,Packaging 5 - Shape,Packaging 5 - Material,Packaging 5 - Recycling,Packaging 5 - Weight of one empty unit,Packaging 5 - Quantity of product contained per unit,Conservation conditions,Warning,Preparation,Nutri-Score score,Nutri-Score,NOVA group,Recipe idea,Customer service,Link to the product page on the official site of the producer,Link to other product photo
999482001288,English,Vegetable Chips,1/2 cup,,29,,,"Yellow Sweet Potato, Squash, Taro, Carrot, Green Bean, Purple Sweet Potato, Non-Hydrogenated Canola Oil, Fructose, Sea Salt",,,1942.6752,464.0,14.3,0.0,78.6,14.3,,3.57,1.115,,,,,,,,,,,g,,,,,,,,,,,,,,Whole Foods Market,,,,,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694110039217,English,"Saltverk, Flaky Sea Salt",0.25 tsp,,29,,,Sea Salt With Natural Minerals,,,,,0.0,,0.0,,,0.0,80.75,,,,,,,,,,,g,,,,,,,,,,,,,,Saltverk,,,,,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59635707501,English,"Texas Garlic Toast, Garlic",1 PIECE,,29,,,"Bread: Enriched Wheat Flour (Flour, Ascorbic Acid Added As A Dough Conditioner, Niacin, Reduced Iron, Thiamine Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Water, Soybean Oil, Yeast, Sugar, Salt, Calcium Propionate (Preservative), Microbial Enzymes. Spread: Soybean Oil, Water, Dried Garlic, Palm Oil, Whey, Salt, Vegetable Monoglyceride, Citrus Flour, Natural Flavor, Dried Parsley, Beta-Carotene (Color).",,,1256.04,300.0,11.2,2.5,42.5,2.5,,7.5,1.4375,,,,,,,,,,,g,,,,,,,,,,,,,,Clover Valley,,,,,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932170538,English,"Donut Holes, Chocolaty Enrobed",4 DONUTS,,29,,,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Water, Palm Oil Shortening, Palm Kernel And Palm Oil, Cocoa, Soybean Oil, Soy Flour, Egg Yolk, Baking Powder (Baking Soda, Sodium Acid Pyrophosphate, Sodium Aluminum Phosphate), Cocoa (Processed With Alkali), Whey (Milk), Natural And Artificial Flavor, Nonfat Milk, Dextrose, Salt, Sodium Propionate (Preservative), Mono-And Diglycerides, Polysorbate 60, Potassium Sorbate (Preservative), Sorbic Acid (Preservative), Guar Gum, Beta Carotene (Color), Soy Lecithin.",,,2013.8508,481.0,26.9,15.4,51.9,25.0,,5.77,1.105,,,,,,,,,,,g,,,,,,,,,,,,,,Country Treats,,,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624827610732,English,"Coffee Cake With Cream Cheese Icing, Mini Pumpkin",1 CAKE,,29,,,"Cream Cheese Filling (Sugar, Water, Corn Syrup (Contains Sulphites), Light Cream Cheese (Whey Powder, Bacterial Culture, Salt, Locust Bean Gum, Guar Gum, Lactic Acid), Sorbitol, Modified Corn Starch, Salt, Microcrystalline Cellulose, Carboxymethylcellulose, Artificial Color, Lactic Acid, Benzoic Acid, Sorbic Acid, Potassium Sorbate), Sugar, Crumb Mix (Wheat Flour, Sugar, Vegetable Oil (Canola And/Or Soya), Whey Powder, Baking Powder, Salt, Natural And Artificial Flavor), Enriched Wheat Flour (Wheat Flour, Chlorine, Benzoyl Peroxide, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Liquid Whole Egg, Canola Oil, Pumpkin Puree, Cake Mix (Modified Corn Starch, Whey Powder, Baking Powder, Salt, Wheat Starch, Vegetable Oil (Canola And/Or Soya), Carboxymethylcellulose), Margarine (Non-Hydrogenated Canola Oil, Water, Modified Palm And Palm Kernel Oils, Salt, Whey Powder, Monoglycerides, Soya Lecithin, Potassium Sorbate, Artificial Flavor Vitamin A Palmitate, Vitamin D3, Tran (Yellow)), Water, Spice.",,,1549.116,370.0,16.7,1.85,55.6,33.3,,3.7,1.11,,,,,,,,,,,g,,,,,,,,,,,,,,Starr Culinary Delights Inc.,,,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770118760010,English,Heavenly Lemon Cake,0.5 OF CAKE,,29,,,"Sugar, Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Eggs, Icing Sugar (Sugar, Corn Starch), Water, Canola Oil, Cream Cheese (Cream, Milk, Non-Fat Milk, Salt, Guar Gum, Propylene Glycol Alginate, Carrageenan, Carob Bean Gum, Bacterial Culture), Margarine (Modified Palm Oil, Modified Palm Kernel Oil, Canola Oil, Water, Salt, Whey [Milk], Vegetable Monoglycerides, Soy Lecithin, Citric Acid, Natural Flavor, Vitamin A Palmitate, Colored With Beta-Carotene, Cholecalciferol), Modified Corn Starch, Glycerin, White Chocolatey Coating (Sugar, Fractionated Palm Kernel Oil, Whey [Milk], Non-Fat Milk, Soy Lecithin, Natural Flavor), Baking Powder, Egg Whites, Salt, Lemon Juice Concentrate, Cellulose Gum, Lemon Oil, Natural Flavor, Annatto Extract (Annatto Extract, Vegetable Oil, Propylene Glycol, Mono And Diglycerides, Potassium Hydroxide), Citric Acid.",,,1523.9951999999998,364.0,15.6,3.9,50.6,37.7,,3.9,0.7475,,,,,,,,,,,g,,,,,,,,,,,,,,The Original Cakerie Ltd,,,,,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770118760027,English,Chocoholic Cake,0.5 OF CAKE,,29,,,"Sugar, Eggs, Icing Sugar (Sugar, Corn Starch), Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Canola Oil, Margarine (Modified Palm Oil, Modified Palm Kernel Oil, Canola Oil, Water, Salt, Whey, [Milk], Vegetable Monoglycerides, Soy Lecithin, Citric Acid, Natural Flavor, Vitamin A Palmitate, Colored With Beta-Carotene, Cholecalciferol), Cream Cheese (Cream, Milk, Non-Fat Milk, Salt, Guar Gum, Propylene Glycol Alginate, Carrageenan, Carob Bean Gum, Bacterial Culture), Cocoa Powder, Modified Corn Starch, Glycerin, Chocolatey Coating (Sugar, Fractionated Palm Kernel Oil, Cocoa Powder, Whey, [Milk], Non-Fat Milk, Soy Lecithin, Vanilla), Unsweetened Chocolate, Baking Powder, Egg Whites, Salt, Cellulose Gum, Natural Flavors, Sodium Bicarbonate.",,,1469.5668,351.0,18.2,5.19,45.4,36.4,,5.19,1.98,,,,,,,,,,,g,,,,,,,,,,,,,,The Original Cakerie Ltd.,,,,,0.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770118760034,English,Red Velvet Dream Cake,0.5 OF CAKE,,29,,,"Brown Sugar, Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Eggs, Canola Oil, Water, Cream Cheese (Cream, Milk, Non-Fat Milk, Salt, Guar Gum, Propylene Glycol Alginate, Carrageenan, Carob Bean Gum, Bacterial Culture), Icing Sugar (Sugar, Corn Starch), Glucose Solids, Margarine (Modified Palm Oil, Modified Palm Kernel Oil, Canola Oil, Water, Salt, Whey [Milk], Vegetable Monoglycerides, Soy Lecithin, Citric Acid, Natural Flavor, Vitamin A Palmitate, Colored With Beta-Carotene, Cholecalciferol), Glycerin, Milk Chocolate (Sugar, Whole Milk, Cocoa Butter, Chocolate Liquor, Soy Lecithin, Vanilla), Modified Corn Starch, Cocoa Powder, Baking Powder, Egg Whites, Shortening (Canola Oil, Modified Palm Oil, Modified Palm Kernel Oil), Salt, Natural Flavor, Cream Of Tartar, Cellulose Gum, Sodium Bicarbonate, Citric Acid, Red #40.",,,1523.9951999999998,364.0,16.9,3.9,49.4,36.4,,3.9,0.975,,,,,,,,,,,g,,,,,,,,,,,,,,Simply Original,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770118760041,English,Celebration Cake,0.5 OF CAKE,,29,,,"Sugar, Eggs, Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Canola Oil, Icing Sugar (Sugar, Corn Starch), Cream Cheese (Cream, Milk, Nonfat Milk, Salt, Guar Gum, Propylene Glycol Alginate, Carrageenan, Carob Bean Gum, Bacterial Culture), Modified Corn Starch, Glucose Solids, Margarine (Modified Palm Oil, Modified Palm Kernel Oil, Canola Oil, Water, Salt, Whey [Milk], Vegetable Monoglycerides, Soy Lecithin, Citric Acid, Natural Flavor, Vitamin A Palmitate, Colored With Beta-Carotene, Cholecalciferol), Glycerin, Baking Powder, Confetti Sprinkles (Corn Syrup, Enriched Wheat Flour [Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid], Corn Cereal, Cottonseed And/Or Soybean Oils, Color), Egg Whites, Salt, Shortening (Canola Oil, Modified Palm Oil, Modified Palm Kernel Oil), Cellulose Gum, Natural Flavor, Citric Acid.",,,1523.9951999999998,364.0,15.6,3.9,50.6,37.7,,3.9,0.7475,,,,,,,,,,,g,,,,,,,,,,,,,,The Original Cakerie Ltd.,,,,,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981031026,English,"Vanilla & Chocolate Cupcakes, Vanilla & Chocolate",3 CUPCAKES,,29,,,"Icing Sugar (Sugar, Cornstarch), Sugar, Vegetable Oil Shortening (Canola Oil, Palm Oil, Palm Kernel Oil, Monoglycerides, Polysorbate 60), Water, Corn Syrup, Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Eggs, Soybean Oil And/Or Canola Oil, Sprinkles (Icing Sugar [Sugar, Cornstarch], Palm Kernel Oil, Modified Cornstarch, Cornstarch, Sunflower Lecithin, Color [Fd&C Yellow #6, Fd&C Yellow #5, Fd&C Blue #1, Fd&C Red #3, Fd&C Red #40], Polysorbate 60), Margarine (Soybean Oil, Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Modified Cornstarch, Nonfat Dry Milk, Cocoa Powder (Processed With Alkali), Whey (Milk), Butter (Cream, Salt), Mono-And Diglycerides, Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate) Salt, Emulsifier (Propylene Glycol Mono-And Diesters Of Fats And Fatty Acids, Mono- And Diglycerides, Soybean Lecithin, Citric Acid [Preservative]), Natural Flavor Soybean Lecithin, Color (Fd&C Red #40, Beet Powder, Fd&C Red#3, Fd&C Yellow #5).",,,1771.0164,423.0,21.1,7.04,56.3,42.2,,2.82,0.705,,,,,,,,,,,g,,,,,,,,,,,,,,Two-Bite,,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981031200,English,"Cupcakes, Vanilla",3 CUPCAKES,,29,,,"Icing Sugar, Sugar, Shortening (Canola, Palm, Modified Palm And Palm Kernel Oil), Water, Enriched Wheat Flour (Whet Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Egg, Soybean And Canola Oil, Glucose, Modified Corn Starch, Whey Powder, Skim Milk Powder, Mono And Diglycerides, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate, Calcium Sulfate), Soybean Lecithin, Wheat Gluten, Butter (Cream, Salt), Salt, Artificial Flavor, Diacetyl Tartaric Acid Esters Of Mono And Diglycerides, Palm Kernel Oil, Corn Starch, Confectioner'S Glaze, Gum Arabic, Color (Fd&C Yellow #6, Fd&C Blue #1, Fd&C Red #40), Polysorbate 60.",,,1829.6316,437.0,21.1,7.04,56.3,45.1,,2.82,0.635,,,,,,,,,,,g,,,,,,,,,,,,,,Two-Bite,,,,,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981031071,English,"Vanilla & Chocolate Cupcakes, Vanilla & Chocolate",3 CUPCAKES,,29,,,"Icing Sugar (Sugar, Cornstarch), Sugar, Vegetable Oil Shortening (Canola Oil, Palm Oil, Fractionated Palm Oil, Fractionated Palm Kernel Oil, Monoglycerides, Polysorbate 60), Water, Corn Syrup, Bleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Eggs, Soybean Oil And/Or Canola Oil, Sprinkles (Icing Sugar [Sugar, Cornstarch], Palm Kernel Oil, Modified Cornstarch, Cornstarch, Sunflower Lecithin, Color [Fd&C Red #40, Fd&C Yellow #6, Fd&C Yellow #5, Fd&C Blue #1], Shellac, Polysorbate 60), Margarine (Soybean Oil, Fractionated Palm Oil, Water, Salt, Whey [Milk], Soybean Lecithin, Monoglycerides, Natural Flavor, Vitamin A Palmitate, Vitamin D3), Modified Cornstarch, Nonfat Dry Milk, Cocoa Powder (Processed With Alkali), Whey (Milk), Butter (Cream, Salt), Mono-And Diglycerides, Leavening Blend (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Salt, Emulsifier (Propylene Glycol Mono- And Diesters Of Fats And Fatty Acids, Mono- And Diglycerides, Soybean Lecithin, Citric Acid [Preservative]), Natural Flavor, Soybean Lecithin, Color (Fd&C Yellow #5, Fd&C Blue #1).",,,1771.0164,423.0,21.1,6.34,56.3,42.2,,2.82,0.705,,,,,,,,,,,g,,,,,,,,,,,,,,Two-Bite,,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981051987,English,"Carrot Cake, Real Cream Cheese",3 CUPCAKES,,29,,,"Icing Sugar, Sugar, Cream Cheese (Cream, Skim Milk, Bacterial Culture, Salt, Carob Bean Gum), Shortening (Canola, Palm, Modified Palm And Palm Kernel Oil), Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Carrots, Egg, Soybean And Canola Oil, Water, Toasted Wheat Crumb [Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Canola Oil, Sugar, Yeast, Corn Flour, Salt, Caramel Color, Spice], Whey Powder, Modified Corn Starch, Soybean Lecithin, Molasses, Glucose, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate, Calcium Sulfate), Wheat Gluten, Salt, Natural And Artificial Flavor, Lemon Juice Concentrate, Cinnamon, Sodium Bicarbonate, Potassium Sorbate (Preservative), Brown Sugar, Color (Beta Carotene), Diacetyl Tartaric Acid Esters Of Mono And Diglycerides, Fumaric Acid, Hydrogenated Soybean And/Or Palm And/Or Cottonseed Oil, Sorbic Acid, Monoglycerides, Xanthan Gum, Guar Gum, Sodium Alginate, Polysorbate 60.",,,1716.588,410.0,21.8,7.69,51.3,41.0,,2.56,0.8025,,,,,,,,,,,g,,,,,,,,,,,,,,Kimberley'S Bakeshoppe,,,,,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770981310756,English,"Halloween Blackout Gourmet Cupcakes, Rich Chocolatey Fudge",1 CAKE,,29,,,"Sugar, Icing Sugar, Water, Soybean And Canola Oil, Shortening (Canola, Palm, Modified Palm And Palm Kernel Oil), Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Egg, Filling [High Fructose Corn Syrup, Water, Cocoa Powder (Processed With Alkali), Modified Corn Starch, Milk Ingredients, Canola Oil, Sorbitol, Glucona Delta Lactone, Microcrystalline Cellulose, Sodium Carboxymethyl Cellulose], Cocoa Powder (Processed With Alkali), Butter (Cream, Salt), Modified Corn Starch, Invert Sugar, Skimmed Milk Powder, Whey Powder, Glucose, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate, Calcium Sulfate), Soybean Lecithin, Wheat Gluten, Salt, Color (Fd&C Yellow #6, Caramel, Titanium Dioxide), Natural And Artificial Flavor, Mono And Diglycerides, Diacetyl Tartaric Acid Esters Of Mono And Diglycerides, Sodium Acid Sulphate, Potassium Sorbate (Preservative), Agar, Polysorbate 60.",,,1716.588,410.0,22.9,7.23,48.2,36.1,,3.61,0.6625,,,,,,,,,,,g,,,,,,,,,,,,,,Kimberley'S Bakeshoppe,,,,,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59642003443,English,Bubble Gum,1 PIECE,,29,,,"Sugar, Dextrose, Corn Syrup (Glucose), Gum Base, High Fructose Corn Syrup, Artificial Flavors, Artificial Color (Fd&C Red 3), Corn Starch, Bht (To Maintain Freshness).",,,1394.2043999999999,333.0,0.0,,83.3,83.3,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Dubble Bubble,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450901780,English,"Flake Style Imitation Crab Meat, Flake Style",0.5 cup,,29,,,"Pollock, Water, Wheat Starch, Egg Whites, Sugar, Corn Starch, Sorbitol Contains 2% Or Less Of The Following: Snow Crab, Refined Fish Oil (Menhaden) Modified Potato Starch, Salt, Mirin Wine (Sake, Sugar, Salt, Water, Yeast Extract), Artificial Crab Flavor, Carrageenan, Sodium Phosphates, Soy Lecithin, Paprika Oleoresin, Carmine, Color Added.",,,393.5592,94.0,0.0,,12.9,3.53,,9.41,1.3825,,,,,,,,,,,g,,,,,,,,,,,,,,Hy-Vee Fish Market,,,,,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450027195,English,"Apricot Preserves, Apricot",1 Tbsp,,29,,,"Apricots, High Fructose Corn Syrup, Corn Syrup, Contains 2% Or Less Of: Sugar, Fruit Pectin, Citric Acid.",,,1046.7,250.0,0.0,,65.0,45.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Hy-Vee,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450085200,English,"Best Thing Since Butter 58% Vegetable Oil Spread, Best Thing Since Butter",1 Tbsp,,29,,,"Vegetable Oil Blend (Liquid Soybean Oil, Palm Oil, Palm Kernel Oil, Liquid Canola Oil), Water, Contains Less Than 2% Of Buttermilk Solids, Salt, Vegetable Mono And Diglycerides, Soy Lecithin, Potassium Sorbate (Used To Protect Quality), Citric Acid, Natural And Artificial Flavor, Vitamin A Palmitate Added, Beta Carotene (Color).",,,2093.4,500.0,57.1,14.3,0.0,0.0,,0.0,1.6075,,,,,,,,,,,g,,,,,,,,,,,,,,Hy-Vee,,,,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410748132215,English,"Valencian Cooking Base For Paella, Valencian",1 cup,,29,,,"Water, Chicken, Rabbit, Duck, Tomato, Virgin Olive Oil, Ferradura Beans, Garrofon Beans, Snails, Onion, Carrot, Cabbage, Leek, Celery, Sea Salt, Saffron And Rosemary.",,,200.9664,48.0,3.94,1.21,1.21,0.3,,1.52,1.0,,,,,,,,,,,ml,,,,,,,,,,,,,,Aneto Natural S. L. U. Poligono Industrial Santa Maria,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410748201034,English,"Chicken Low Sodium Broth, Chicken",1 cup,,29,,,"Water, Free-Range Chicken (22%), Onion, Carrot, Leek, Cabbage, Celery And Sea Salt",,,33.4944,8.0,0.4,0.0,0.4,0.0,,0.8,0.14,,,,,,,,,,,ml,,,,,,,,,,,,,,"Aneto Natural, S.L.U.",,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994031000035,English,Raw Vannamei Shrimp,4 ONZ,,29,,,"Shrimp, Salt, Sodium Tripolyphosphate ( To Retain Moisture).",,,443.8008,106.0,1.77,0.0,0.88,0.0,,20.4,0.375,,,,,,,,,,,g,,,,,,,,,,,,,,Not A Branded Item,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680697487142,English,"Jam, Dried Fig",1 Tbsp,,29,,,"Sugar, Fig, Glucose, Citric Acid As Acidity Regulator (E 330), Pectin.",,,1172.3039999999999,280.0,0.0,0.0,75.0,75.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Sanford,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680697487203,English,"Jam, Rose",1 Tbsp,,29,,,"Sugar, Rose, Glucose, Citric Acid As Acidity Regulator (E 330), Pectin.",,,1046.7,250.0,0.0,0.0,55.0,55.0,,0.0,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,"Sanford Foods, Inc.",,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450015960,English,"Pumpkin Pie, Pumpkin",0.5 cup,,29,,,Pumpkin.,,,175.8456,42.0,0.0,0.0,9.17,3.33,,1.67,0.02,,,,,,,,,,,g,,,,,,,,,,,,,,Hy-Vee,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620811144115,English,Alphabet Pasta,2 ONZ,,29,,,"Durum Wheat Semolina, Water, Dehydrated Tomato, Dehydrated Spinach.",,,1570.05,375.0,1.79,0.0,75.0,3.57,,12.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pasta Gourmet Italia,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620811144146,English,Three Little Bears Pasta,2 ONZ,,29,,,"Durum Wheat Semolina, Water, Dehydrated Tomato, Dehydrated Spinach.",,,1570.05,375.0,1.79,0.0,75.0,3.57,,12.5,0.0,,,,,,,,,,,g,,,,,,,,,,,,,,Pasta Gourmet Italia,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770734821669,English,"Tart, Triple Berry",1 DESSERT,,29,,,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Apples, Vegetable Oil Shortening (Palm Oils),Water, Sugar, Blueberries, Rhubarb, Blackberries, Modified Food Starch, Raspberries, Eggs, Glaze (Sugar, Agar), Salt, Dextrose, White Vinegar, Concentrated Lemon Juice, Yeast, Enzymes, Spice (Cinnamon), Color, Natural Flavor (Milk).",,,1306.2816,312.0,16.9,8.12,35.6,14.4,,3.12,0.5625,,,,,,,,,,,g,,,,,,,,,,,,,,Chudleigh'S Usa Ltd,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450083760,English,"Frosted Cherry Toaster Pastries, Frosted Cherry",1 PASTRY,,29,,,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Corn Syrup, Sugar, High Fructose Corn Syrup, Palm Oil, Fruit From Concentrate (White Grape, Cherry), Glycerine, Modified Corn Starch, Whey Permeate, Precooked Yellow Corn Meal, Salt, Leavening (Sodium Aluminum Phosphate, Baking Soda), Citric Acid, Natural And Artificial Flavor, Potassium Sorbate (A Preservative), Color Added (Includes Red 40), Gelatin, Yellow Corn Flour, Modified Soy Protein, Vitamin A Palmitate, Reduced Iron, Niacinamide, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Thiamin Mononitrate (Vitamin B1).",,,1611.918,385.0,9.62,3.85,71.2,30.8,,3.85,0.865,,,,,,,,,,,g,,,,,,,,,,,,,,Hy-Vee,,,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75450083770,English,"Frosted Brown Sugar Cinnamon Toaster Pastries, Frosted Brown Sugar Cinnamon",1 PASTRY,,29,,,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Corn Syrup, Sugar, High Fructose Corn Syrup, Palm Oil, Brown Sugar, Whey Permeate, Modified Corn Starch, Precooked Yellow Corn Meal, Salt, Cinnamon, Leavening (Sodium Aluminum Phosphate, Baking Soda), Color Added, Citric Acid, Potassium Sorbate (A Preservative), Gelatin, Soy Lecithin, Modified Soy Protein, Vitamin A Palmitate, Reduced Iron, Niacinamide, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Thiamin Mononitrate (Vitamin B1).",,,1611.918,385.0,9.62,3.85,71.2,32.7,,3.85,0.9125,,,,,,,,,,,g,,,,,,,,,,,,,,Hy-Vee,,,,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70133006995,English,"Hickory Smoked Original Beef Sausage, Hickory Smoked Original",2 ONZ,,29,,,"Beef, Water, Isolated Oat Fiber, Salt, Modified Food Starch, Dextrose, Sodium Phosphate, Paprika, Smoke Flavoring, Spices, Garlic Powder, Seasoning (Salt, Lactic Acid, Sodium Diacetate), Sodium Erythorbate, Citric Acid, Sodium Nitrite, (Stuffed In A Hog Casing).",,,1343.9628,321.0,25.0,10.7,3.57,,,12.5,2.1425,,,,,,,,,,,g,,,,,,,,,,,,,,Blue Ribbon,,,,,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
